YearBuilt,Elevators,Area,Manager,Floor,APT,FacilitiesNearBy(PublicOffice),FacilitiesNearBy(Mall),FacilitiesNearBy(Hospital),FacilitiesNearBy(Park),FacilitiesNearBy(DepartmentStore),FacilitiesInApt,Parkinglot(Ground),Parkinglot(Basement),TimeToBusStop,TimeToSubway,SchoolNearBy(Elementary),SchoolNearBy(High),SchoolNearBy(Middle),SchoolNearBy(University),SalePrice
2013,14,91,6,8,7,5,1,1,1,1,7,8,93,16,18,4,2,2,3,37796
2013,14,97,6,35,7,5,1,1,1,1,7,8,93,24,11,4,2,2,3,371681
2013,14,91,6,3,7,5,1,1,1,1,7,8,93,14,30,4,2,2,3,362831
2013,14,91,6,7,7,5,1,1,1,1,7,8,93,13,0,4,2,2,3,371681
2006,,636,3,16,3,2,1,1,,1,5,111,184,29,3,3,2,2,2,247787
2014,,156,4,14,1,4,,1,,,1,,218,25,6,,,,1,57522
2014,,135,4,11,1,4,,1,,,1,,218,17,21,,,,1,56637
1986,2,451,1,7,1,5,1,1,1,2,3,1,18,14,18,6,3,2,2,97345
1986,2,58,1,11,1,5,1,1,1,2,3,1,18,0,1,6,3,2,2,19734
2015,24,91,8,18,13,1,1,1,1,2,1,175,1321,19,7,2,1,1,1,3884
2006,11,914,5,9,6,1,1,1,,,5,249,536,24,9,2,1,2,2,318584
2015,24,91,8,24,13,1,1,1,1,2,1,175,1321,13,8,2,1,1,1,37616
2015,24,644,8,11,13,1,1,1,1,2,1,175,1321,29,25,2,1,1,1,288495
2006,11,1412,5,17,6,1,1,1,,,5,249,536,24,12,2,1,2,2,46194
2015,24,91,8,9,13,1,1,1,1,2,1,175,1321,8,18,2,1,1,1,379646
2015,24,644,8,24,13,1,1,1,1,2,1,175,1321,25,29,2,1,1,1,29646
2015,24,91,8,7,13,1,1,1,1,2,1,175,1321,23,27,2,1,1,1,36926
2015,24,914,8,27,13,1,1,1,1,2,1,175,1321,11,25,2,1,1,1,3853
2015,24,91,8,2,13,1,1,1,1,2,1,175,1321,6,1,2,1,1,1,349557
2015,24,914,8,29,13,1,1,1,1,2,1,175,1321,13,19,2,1,1,1,362831
2014,12,914,5,7,5,,,,,,1,467,23,10,4,,,,,362831
2014,12,914,5,5,5,,,,,,1,467,23,27,25,,,,,349557
2014,12,914,5,4,5,,,,,,1,467,23,27,9,,,,,3477
2014,2,843,7,18,1,7,1,1,,,9,9,1174,17,27,4,5,3,5,324778
2014,2,914,7,4,1,7,1,1,,,9,9,1174,24,18,4,5,3,5,3238
2005,,572,6,6,8,5,1,2,,,7,67,798,29,23,3,4,4,4,22654
1993,2,644,8,2,8,6,1,2,,,4,523,536,25,2,4,5,3,5,175221
2005,,914,6,12,8,5,1,2,,,7,67,798,2,23,3,4,4,4,269911
2014,12,914,5,16,5,,,,,,1,467,23,29,1,,,,,361946
2014,2,64,7,11,1,7,1,1,,,9,9,1174,26,29,4,5,3,5,26161
2014,2,644,7,11,1,7,1,1,,,9,9,1174,8,8,4,5,3,5,272566
1993,2,644,8,9,8,6,1,2,,,4,523,536,20,17,4,5,3,5,1853
1993,2,644,8,16,8,6,1,2,,,4,523,536,4,22,4,5,3,5,178761
2014,2,644,7,24,1,7,1,1,,,9,9,1174,23,12,4,5,3,5,27796
2014,2,644,7,14,1,7,1,1,,,9,9,1174,1,11,4,5,3,5,265486
2008,14,829,6,7,6,3,1,1,1,1,8,197,475,2,3,2,2,3,2,295575
1992,8,644,4,9,3,5,1,1,,1,3,142,79,14,10,3,4,3,4,155752
1992,8,914,4,12,3,5,1,1,,1,3,142,79,14,6,3,4,3,4,23539
1992,1,64,5,7,3,7,1,1,1,1,3,2,,2,11,4,5,3,5,132743
2005,,743,6,15,8,5,1,2,,,7,67,798,10,3,3,4,4,4,242477
2014,2,64,7,17,1,7,1,1,,,9,9,1174,16,5,4,5,3,5,263716
2008,14,914,6,14,6,3,1,1,1,1,8,197,475,10,30,2,2,3,2,315929
2014,2,64,7,7,1,7,1,1,,,9,9,1174,5,24,4,5,3,5,256637
1986,27,1796,8,4,7,5,,1,1,1,4,713,,30,27,3,1,1,1,363716
1986,27,914,8,6,7,5,,1,1,1,4,713,,3,26,3,1,1,1,237168
2006,11,93,3,14,3,3,1,1,,1,4,123,181,18,9,4,3,3,1,29646
1978,4,93,1,9,2,3,1,2,,1,3,87,,24,25,3,3,3,2,228318
2007,16,868,14,2,7,3,1,1,2,2,1,,127,4,11,3,2,3,2,345132
2007,16,1519,14,8,7,3,1,1,2,2,1,,127,6,6,3,2,3,2,46926
2007,16,868,14,17,7,3,1,1,2,2,1,,127,28,18,3,2,3,2,349557
1978,4,93,1,2,2,3,1,2,,1,3,87,,4,25,3,3,3,2,176991
1978,4,93,1,7,2,3,1,2,,1,3,87,,4,7,3,3,3,2,218584
2006,11,857,3,14,3,3,1,1,,1,4,123,181,18,10,4,3,3,1,256637
2006,11,93,3,8,3,3,1,1,,1,4,123,181,13,11,4,3,3,1,26161
1997,4,644,2,5,1,7,1,1,1,2,5,82,56,7,1,4,,,3,128318
2013,14,97,6,5,7,5,1,1,1,1,7,8,93,22,11,4,2,2,3,36161
2013,14,91,6,3,7,5,1,1,1,1,7,8,93,26,1,4,2,2,3,3853
2006,,91,3,5,3,2,1,1,,1,5,111,184,4,25,3,2,2,2,283185
2006,,636,3,11,3,2,1,1,,1,5,111,184,1,14,3,2,2,2,254867
1985,2,587,2,1,1,5,1,1,1,2,3,8,76,3,7,2,1,1,,128318
2014,,156,4,15,1,4,,1,,,1,,218,9,6,,,,1,57522
2007,5,1483,5,22,2,4,1,1,1,2,5,7,65,0,8,2,1,1,1,414159
1986,2,91,1,5,1,5,1,1,1,2,3,1,18,20,11,6,3,2,2,19469
2015,24,644,8,16,13,1,1,1,1,2,1,175,1321,26,13,2,1,1,1,33539
2006,11,1149,5,19,6,1,1,1,,,5,249,536,19,26,2,1,2,2,37616
2015,24,135,8,4,13,1,1,1,1,2,1,175,1321,2,12,2,1,1,1,451327
2006,11,1149,5,15,6,1,1,1,,,5,249,536,7,29,2,1,2,2,37616
2015,24,91,8,17,13,1,1,1,1,2,1,175,1321,2,12,2,1,1,1,39235
2015,24,644,8,8,13,1,1,1,1,2,1,175,1321,4,0,2,1,1,1,3884
2015,24,91,8,2,13,1,1,1,1,2,1,175,1321,14,7,2,1,1,1,353982
2015,24,91,8,24,13,1,1,1,1,2,1,175,1321,9,17,2,1,1,1,377433
2015,24,644,8,24,13,1,1,1,1,2,1,175,1321,18,15,2,1,1,1,29235
2015,24,914,8,8,13,1,1,1,1,2,1,175,1321,9,1,2,1,1,1,37616
2008,14,829,6,9,6,3,1,1,1,1,8,197,475,17,7,2,2,3,2,28584
2005,,914,6,14,8,5,1,2,,,7,67,798,10,21,3,4,4,4,271681
1993,2,644,8,13,8,6,1,2,,,4,523,536,27,7,4,5,3,5,179646
1992,1,576,5,1,3,7,1,1,1,1,3,2,,12,26,4,5,3,5,11619
1992,8,914,4,15,3,5,1,1,,1,3,142,79,5,22,3,4,3,4,214159
1992,1,576,5,15,3,7,1,1,1,1,3,2,,16,17,4,5,3,5,11769
2014,2,64,7,5,1,7,1,1,,,9,9,1174,12,2,4,5,3,5,256637
2005,,743,6,2,8,5,1,2,,,7,67,798,2,28,3,4,4,4,2388
1992,1,355,5,1,3,7,1,1,1,1,3,2,,30,30,4,5,3,5,68141
2014,12,914,5,26,5,,,,,,1,467,23,3,1,,,,,35847
2005,,914,6,6,8,5,1,2,,,7,67,798,13,8,3,4,4,4,26176
2014,2,192,7,9,1,7,1,1,,,9,9,1174,0,30,4,5,3,5,42654
2005,,1184,6,7,8,5,1,2,,,7,67,798,15,26,3,4,4,4,336283
1992,8,914,4,3,3,5,1,1,,1,3,142,79,25,6,3,4,3,4,141592
2014,2,64,7,14,1,7,1,1,,,9,9,1174,12,18,4,5,3,5,271681
2008,14,1167,6,2,6,3,1,1,1,1,8,197,475,23,3,2,2,3,2,39115
2014,12,1252,5,4,5,,,,,,1,467,23,1,7,,,,,4477
2014,2,914,7,1,1,7,1,1,,,9,9,1174,9,13,4,5,3,5,33853
2014,12,914,5,17,5,,,,,,1,467,23,17,2,,,,,35847
2014,2,91,7,16,1,7,1,1,,,9,9,1174,28,11,4,5,3,5,35884
2014,2,644,7,14,1,7,1,1,,,9,9,1174,26,9,4,5,3,5,27796
1993,2,914,8,13,8,6,1,2,,,4,523,536,27,30,4,5,3,5,243362
1992,1,576,5,15,3,7,1,1,1,1,3,2,,7,18,4,5,3,5,114159
2014,2,64,7,2,1,7,1,1,,,9,9,1174,1,19,4,5,3,5,256637
2014,2,64,7,9,1,7,1,1,,,9,9,1174,26,23,4,5,3,5,26161
2014,12,914,5,8,5,,,,,,1,467,23,4,20,,,,,357522
2014,2,846,7,2,1,7,1,1,,,9,9,1174,22,29,4,5,3,5,322123
2014,2,97,7,16,1,7,1,1,,,9,9,1174,23,24,4,5,3,5,334513
2014,2,91,7,9,1,7,1,1,,,9,9,1174,6,17,4,5,3,5,36161
1993,2,914,8,1,8,6,1,2,,,4,523,536,9,1,4,5,3,5,2388
2014,2,64,7,4,1,7,1,1,,,9,9,1174,26,23,4,5,3,5,257522
2005,,914,6,21,8,5,1,2,,,7,67,798,22,3,3,4,4,4,276991
2008,14,829,6,21,6,3,1,1,1,1,8,197,475,1,27,2,2,3,2,28584
2014,2,91,7,15,1,7,1,1,,,9,9,1174,0,16,4,5,3,5,353982
1992,1,576,5,9,3,7,1,1,1,1,3,2,,27,16,4,5,3,5,116814
1992,8,1448,4,2,3,5,1,1,,1,3,142,79,12,17,3,4,3,4,247787
2014,12,914,5,21,5,,,,,,1,467,23,6,2,,,,,353982
2014,2,914,7,11,1,7,1,1,,,9,9,1174,11,27,4,5,3,5,334513
1992,1,355,5,1,3,7,1,1,1,1,3,2,,19,19,4,5,3,5,86725
1992,1,576,5,1,3,7,1,1,1,1,3,2,,0,6,4,5,3,5,18849
2008,14,914,6,17,6,3,1,1,1,1,8,197,475,6,17,2,2,3,2,32353
2014,,288,3,7,1,3,1,1,1,2,2,11,18,6,22,2,2,2,2,12654
2008,14,1167,6,8,6,3,1,1,1,1,8,197,475,19,12,2,2,3,2,38584
2005,,914,6,2,8,5,1,2,,,7,67,798,28,18,3,4,4,4,27616
2007,16,868,14,2,7,3,1,1,2,2,1,,127,28,26,3,2,3,2,321238
1986,27,1131,8,12,7,5,,1,1,1,4,713,,6,17,3,1,1,1,278761
2007,16,1387,14,41,7,3,1,1,2,2,1,,127,5,21,3,2,3,2,46926
1978,4,779,1,6,2,3,1,2,,1,3,87,,1,0,3,3,3,2,19469
2007,16,868,14,22,7,3,1,1,2,2,1,,127,9,30,3,2,3,2,336283
2007,16,1387,14,9,7,3,1,1,2,2,1,,127,0,28,3,2,3,2,424778
1978,4,93,1,6,2,3,1,2,,1,3,87,,11,17,3,3,3,2,225663
2007,16,1519,14,33,7,3,1,1,2,2,1,,127,16,8,3,2,3,2,54424
1986,27,914,8,6,7,5,,1,1,1,4,713,,19,8,3,1,1,1,234513
1986,27,914,8,4,7,5,,1,1,1,4,713,,0,8,3,1,1,1,252212
2006,11,93,3,4,3,3,1,1,,1,4,123,181,17,11,4,3,3,1,272123
2015,1,914,5,4,6,3,1,2,,1,7,12,4,23,21,3,3,3,2,345132
2006,11,93,3,4,3,3,1,1,,1,4,123,181,18,19,4,3,3,1,276991
1997,4,644,2,4,1,7,1,1,1,2,5,82,56,28,14,4,,,3,14617
2009,5,91,2,14,1,2,,1,1,,5,25,23,6,1,2,1,1,1,3539
2013,14,91,6,16,7,5,1,1,1,1,7,8,93,29,10,4,2,2,3,371681
2013,14,97,6,27,7,5,1,1,1,1,7,8,93,13,14,4,2,2,3,377876
2013,14,91,6,33,7,5,1,1,1,1,7,8,93,5,17,4,2,2,3,39823
2006,,91,3,7,3,2,1,1,,1,5,111,184,20,29,3,2,2,2,29646
2014,,156,4,13,1,4,,1,,,1,,218,30,30,,,,1,59292
2014,,156,4,15,1,4,,1,,,1,,218,20,22,,,,1,55752
2014,,156,4,15,1,4,,1,,,1,,218,2,20,,,,1,57522
2014,,192,4,13,1,4,,1,,,1,,218,25,17,,,,1,75221
2007,5,1483,5,7,2,4,1,1,1,2,5,7,65,2,30,2,1,1,1,415929
2007,5,169,5,21,2,4,1,1,1,2,5,7,65,6,29,2,1,1,1,486725
1986,2,58,1,11,1,5,1,1,1,2,3,1,18,0,4,6,3,2,2,1847
1986,2,58,1,11,1,5,1,1,1,2,3,1,18,8,13,6,3,2,2,11619
2015,24,91,8,17,13,1,1,1,1,2,1,175,1321,22,13,2,1,1,1,39385
2006,11,1412,5,26,6,1,1,1,,,5,249,536,28,10,2,1,2,2,432743
2006,11,914,5,11,6,1,1,1,,,5,249,536,24,3,2,1,2,2,314159
2015,24,135,8,7,13,1,1,1,1,2,1,175,1321,10,1,2,1,1,1,442477
2015,24,914,8,2,13,1,1,1,1,2,1,175,1321,7,6,2,1,1,1,354867
2015,24,91,8,12,13,1,1,1,1,2,1,175,1321,29,6,2,1,1,1,353982
2015,24,644,8,7,13,1,1,1,1,2,1,175,1321,27,13,2,1,1,1,278761
2015,24,91,8,33,13,1,1,1,1,2,1,175,1321,30,14,2,1,1,1,383185
2015,24,914,8,15,13,1,1,1,1,2,1,175,1321,24,21,2,1,1,1,3853
2015,24,644,8,5,13,1,1,1,1,2,1,175,1321,2,27,2,1,1,1,278761
2015,24,135,8,14,13,1,1,1,1,2,1,175,1321,24,12,2,1,1,1,455752
2015,24,644,8,32,13,1,1,1,1,2,1,175,1321,6,23,2,1,1,1,298672
2007,1,113,5,26,3,2,2,2,1,2,4,554,524,30,6,2,2,2,2,345132
2005,,914,6,7,8,5,1,2,,,7,67,798,28,9,3,4,4,4,271681
2014,2,64,7,14,1,7,1,1,,,9,9,1174,26,1,4,5,3,5,26926
2005,,743,6,4,8,5,1,2,,,7,67,798,3,21,3,4,4,4,232743
2014,12,1252,5,1,5,,,,,,1,467,23,28,4,,,,,46176
2014,12,914,5,15,5,,,,,,1,467,23,3,15,,,,,367256
1992,1,576,5,7,3,7,1,1,1,1,3,2,,29,8,4,5,3,5,119469
2014,12,1252,5,14,5,,,,,,1,467,23,29,21,,,,,47154
2014,2,64,7,1,1,7,1,1,,,9,9,1174,14,19,4,5,3,5,267256
2014,2,91,7,18,1,7,1,1,,,9,9,1174,18,17,4,5,3,5,35847
2014,2,192,7,2,1,7,1,1,,,9,9,1174,6,0,4,5,3,5,42353
2014,2,64,7,3,1,7,1,1,,,9,9,1174,18,27,4,5,3,5,262831
2014,12,1252,5,12,5,,,,,,1,467,23,26,10,,,,,46176
2014,2,914,7,7,1,7,1,1,,,9,9,1174,7,0,4,5,3,5,336283
1993,2,644,8,6,8,6,1,2,,,4,523,536,17,17,4,5,3,5,172566
1993,2,644,8,15,8,6,1,2,,,4,523,536,27,2,4,5,3,5,18584
1992,8,644,4,6,3,5,1,1,,1,3,142,79,5,15,3,4,3,4,154867
1993,2,644,8,8,8,6,1,2,,,4,523,536,15,11,4,5,3,5,181415
1992,8,644,4,1,3,5,1,1,,1,3,142,79,8,2,3,4,3,4,151327
2014,2,64,7,25,1,7,1,1,,,9,9,1174,18,24,4,5,3,5,267256
2014,,288,3,9,1,3,1,1,1,2,2,11,18,8,3,2,2,2,2,17964
2014,2,64,7,16,1,7,1,1,,,9,9,1174,11,20,4,5,3,5,271681
1986,27,914,8,11,7,5,,1,1,1,4,713,,5,30,3,1,1,1,251327
2007,16,1643,14,29,7,3,1,1,2,2,1,,127,24,8,3,2,3,2,495575
1986,27,1377,8,7,7,5,,1,1,1,4,713,,25,28,3,1,1,1,351327
1986,27,914,8,8,7,5,,1,1,1,4,713,,18,27,3,1,1,1,232743
1997,4,558,2,11,1,7,1,1,1,2,5,82,56,17,4,4,,,3,143362
2009,5,91,2,3,1,2,,1,1,,5,25,23,9,30,2,1,1,1,278761
2009,5,91,2,18,1,2,,1,1,,5,25,23,26,4,2,1,1,1,37964
2013,14,91,6,14,7,5,1,1,1,1,7,8,93,12,9,4,2,2,3,37796
2013,14,91,6,7,7,5,1,1,1,1,7,8,93,20,2,4,2,2,3,366371
2013,14,91,6,2,7,5,1,1,1,1,7,8,93,9,1,4,2,2,3,262831
2013,14,91,6,27,7,5,1,1,1,1,7,8,93,9,24,4,2,2,3,381415
2006,,91,3,7,3,2,1,1,,1,5,111,184,7,19,3,2,2,2,3884
2007,5,169,5,15,2,4,1,1,1,2,5,7,65,29,27,2,1,1,1,495575
2007,5,1629,5,19,2,4,1,1,1,2,5,7,65,11,24,2,1,1,1,46461
2007,5,1483,5,16,2,4,1,1,1,2,5,7,65,16,21,2,1,1,1,4779
2007,5,1483,5,25,2,4,1,1,1,2,5,7,65,18,2,2,1,1,1,442477
1986,2,58,1,1,1,5,1,1,1,2,3,1,18,0,18,6,3,2,2,1884
2015,24,91,8,6,13,1,1,1,1,2,1,175,1321,20,5,2,1,1,1,369911
2006,11,256,5,9,6,1,1,1,,,5,249,536,25,1,2,1,2,2,477876
2006,11,1437,5,16,6,1,1,1,,,5,249,536,20,28,2,1,2,2,42353
2015,24,91,8,3,13,1,1,1,1,2,1,175,1321,25,23,2,1,1,1,38761
2015,24,135,8,4,13,1,1,1,1,2,1,175,1321,18,9,2,1,1,1,455752
2015,24,644,8,19,13,1,1,1,1,2,1,175,1321,13,12,2,1,1,1,288495
2015,24,91,8,2,13,1,1,1,1,2,1,175,1321,24,18,2,1,1,1,383185
2015,24,91,8,7,13,1,1,1,1,2,1,175,1321,20,3,2,1,1,1,3853
2015,24,914,8,18,13,1,1,1,1,2,1,175,1321,20,12,2,1,1,1,384955
2015,24,644,8,15,13,1,1,1,1,2,1,175,1321,20,11,2,1,1,1,299115
2015,24,91,8,18,13,1,1,1,1,2,1,175,1321,23,30,2,1,1,1,38938
2015,24,644,8,18,13,1,1,1,1,2,1,175,1321,1,9,2,1,1,1,29469
2015,24,644,8,26,13,1,1,1,1,2,1,175,1321,29,22,2,1,1,1,28761
2015,24,644,8,8,13,1,1,1,1,2,1,175,1321,5,0,2,1,1,1,29823
2007,1,1394,5,13,3,2,2,2,1,2,4,554,524,18,24,2,2,2,2,362831
1992,8,914,4,17,3,5,1,1,,1,3,142,79,24,29,3,4,3,4,218584
1992,1,355,5,15,3,7,1,1,1,1,3,2,,26,2,4,5,3,5,77876
1992,1,576,5,2,3,7,1,1,1,1,3,2,,11,14,4,5,3,5,119469
2014,2,644,7,27,1,7,1,1,,,9,9,1174,23,16,4,5,3,5,274336
1993,2,644,8,12,8,6,1,2,,,4,523,536,21,19,4,5,3,5,18584
2005,,572,6,15,8,5,1,2,,,7,67,798,12,22,3,4,4,4,21769
2014,2,914,7,22,1,7,1,1,,,9,9,1174,15,21,4,5,3,5,34469
1993,2,1451,8,9,8,6,1,2,,,4,523,536,20,21,4,5,3,5,314159
2007,1,914,5,16,3,2,2,2,1,2,4,554,524,27,9,2,2,2,2,29823
2014,,288,3,3,1,3,1,1,1,2,2,11,18,0,16,2,2,2,2,9292
1993,2,914,8,15,8,6,1,2,,,4,523,536,19,7,4,5,3,5,249557
2014,2,914,7,22,1,7,1,1,,,9,9,1174,8,3,4,5,3,5,338938
2014,12,914,5,17,5,,,,,,1,467,23,24,18,,,,,3853
1992,1,355,5,15,3,7,1,1,1,1,3,2,,19,20,4,5,3,5,78761
2014,2,846,7,15,1,7,1,1,,,9,9,1174,16,19,4,5,3,5,314159
2005,,914,6,15,8,5,1,2,,,7,67,798,5,24,3,4,4,4,269911
1993,2,644,8,1,8,6,1,2,,,4,523,536,11,8,4,5,3,5,172566
2008,14,829,6,12,6,3,1,1,1,1,8,197,475,10,30,2,2,3,2,297345
2008,14,914,6,14,6,3,1,1,1,1,8,197,475,28,14,2,2,3,2,316814
2014,2,914,7,2,1,7,1,1,,,9,9,1174,13,1,4,5,3,5,327433
1992,1,576,5,9,3,7,1,1,1,1,3,2,,4,10,4,5,3,5,11544
2014,2,91,7,2,1,7,1,1,,,9,9,1174,19,12,4,5,3,5,3238
2014,2,843,7,6,1,7,1,1,,,9,9,1174,5,16,4,5,3,5,39734
2014,2,843,7,15,1,7,1,1,,,9,9,1174,11,0,4,5,3,5,323893
2014,2,64,7,15,1,7,1,1,,,9,9,1174,18,0,4,5,3,5,274336
2014,2,846,7,23,1,7,1,1,,,9,9,1174,4,14,4,5,3,5,32923
2005,,914,6,8,8,5,1,2,,,7,67,798,1,23,3,4,4,4,27616
2014,2,91,7,4,1,7,1,1,,,9,9,1174,1,7,4,5,3,5,331858
2005,,914,6,21,8,5,1,2,,,7,67,798,19,11,3,4,4,4,266371
2008,14,914,6,25,6,3,1,1,1,1,8,197,475,20,5,2,2,3,2,325663
2008,14,914,6,6,6,3,1,1,1,1,8,197,475,19,0,2,2,3,2,316371
2007,16,1928,14,31,7,3,1,1,2,2,1,,127,28,21,3,2,3,2,52923
2007,16,1643,14,37,7,3,1,1,2,2,1,,127,30,26,3,2,3,2,566371
1986,27,1313,8,9,7,5,,1,1,1,4,713,,17,5,3,1,1,1,291247
2007,16,1643,14,33,7,3,1,1,2,2,1,,127,12,13,3,2,3,2,515929
2007,16,1928,14,31,7,3,1,1,2,2,1,,127,13,21,3,2,3,2,58584
2007,16,1387,14,24,7,3,1,1,2,2,1,,127,23,29,3,2,3,2,442477
1986,27,1796,8,1,7,5,,1,1,1,4,713,,14,1,3,1,1,1,345132
1986,27,1131,8,3,7,5,,1,1,1,4,713,,7,9,3,1,1,1,32654
2007,16,1387,14,12,7,3,1,1,2,2,1,,127,14,14,3,2,3,2,442477
2009,5,91,2,6,1,2,,1,1,,5,25,23,1,20,2,1,1,1,28584
2013,14,91,6,27,7,5,1,1,1,1,7,8,93,15,4,4,2,2,3,388495
2013,14,91,6,19,7,5,1,1,1,1,7,8,93,2,9,4,2,2,3,38938
2006,,636,3,1,3,2,1,1,,1,5,111,184,11,5,3,2,2,2,237168
2006,,636,3,1,3,2,1,1,,1,5,111,184,7,7,3,2,2,2,25442
2006,,814,3,18,3,2,1,1,,1,5,111,184,22,7,3,2,2,2,274336
1985,2,587,2,6,1,5,1,1,1,2,3,8,76,3,15,2,1,1,,125663
2014,,138,4,18,1,4,,1,,,1,,218,1,10,,,,1,55752
2014,,156,4,15,1,4,,1,,,1,,218,22,15,,,,1,5847
2014,,135,4,18,1,4,,1,,,1,,218,16,15,,,,1,53982
2014,,192,4,11,1,4,,1,,,1,,218,21,3,,,,1,71681
2007,5,1483,5,7,2,4,1,1,1,2,5,7,65,2,14,2,1,1,1,48849
2007,5,1273,5,6,2,4,1,1,1,2,5,7,65,6,29,2,1,1,1,37616
2007,5,169,5,26,2,4,1,1,1,2,5,7,65,22,24,2,1,1,1,54424
2006,11,914,5,7,6,1,1,1,,,5,249,536,19,0,2,1,2,2,39734
2006,11,914,5,15,6,1,1,1,,,5,249,536,17,24,2,1,2,2,314159
2015,24,914,8,13,13,1,1,1,1,2,1,175,1321,28,22,2,1,1,1,3823
2015,24,135,8,4,13,1,1,1,1,2,1,175,1321,27,15,2,1,1,1,451327
2015,24,644,8,3,13,1,1,1,1,2,1,175,1321,29,19,2,1,1,1,273451
2015,24,91,8,6,13,1,1,1,1,2,1,175,1321,21,20,2,1,1,1,39292
2015,24,91,8,16,13,1,1,1,1,2,1,175,1321,11,23,2,1,1,1,38938
2015,24,91,8,5,13,1,1,1,1,2,1,175,1321,5,24,2,1,1,1,356637
2015,24,91,8,18,13,1,1,1,1,2,1,175,1321,11,24,2,1,1,1,39385
2015,24,644,8,3,13,1,1,1,1,2,1,175,1321,3,27,2,1,1,1,256637
2015,24,91,8,2,13,1,1,1,1,2,1,175,1321,19,11,2,1,1,1,349557
2015,24,644,8,6,13,1,1,1,1,2,1,175,1321,5,13,2,1,1,1,297345
2015,24,914,8,11,13,1,1,1,1,2,1,175,1321,5,26,2,1,1,1,3853
2015,24,91,8,7,13,1,1,1,1,2,1,175,1321,1,20,2,1,1,1,39115
2005,,572,6,3,8,5,1,2,,,7,67,798,30,23,3,4,4,4,199115
2005,,914,6,17,8,5,1,2,,,7,67,798,26,6,3,4,4,4,267699
2005,,743,6,4,8,5,1,2,,,7,67,798,9,30,3,4,4,4,234513
2014,2,644,7,11,1,7,1,1,,,9,9,1174,15,0,4,5,3,5,269911
2014,2,188,7,14,1,7,1,1,,,9,9,1174,27,2,4,5,3,5,442477
2014,2,192,7,15,1,7,1,1,,,9,9,1174,9,3,4,5,3,5,39823
2014,2,97,7,22,1,7,1,1,,,9,9,1174,15,30,4,5,3,5,331858
2007,1,113,5,6,3,2,2,2,1,2,4,554,524,14,20,2,2,2,2,3477
2014,2,91,7,8,1,7,1,1,,,9,9,1174,30,15,4,5,3,5,34692
2014,2,914,7,28,1,7,1,1,,,9,9,1174,25,17,4,5,3,5,35397
2005,,914,6,24,8,5,1,2,,,7,67,798,4,20,3,4,4,4,27796
2014,2,64,7,23,1,7,1,1,,,9,9,1174,18,21,4,5,3,5,283185
2014,2,914,7,14,1,7,1,1,,,9,9,1174,5,14,4,5,3,5,354867
2005,,914,6,23,8,5,1,2,,,7,67,798,26,21,3,4,4,4,269911
2014,2,64,7,18,1,7,1,1,,,9,9,1174,20,0,4,5,3,5,27616
2008,14,914,6,9,6,3,1,1,1,1,8,197,475,18,4,2,2,3,2,318584
2008,14,914,6,2,6,3,1,1,1,1,8,197,475,26,8,2,2,3,2,312389
2007,1,914,5,27,3,2,2,2,1,2,4,554,524,28,3,2,2,2,2,39292
2014,12,914,5,12,5,,,,,,1,467,23,28,4,,,,,371681
2014,2,843,7,12,1,7,1,1,,,9,9,1174,21,22,4,5,3,5,3238
2014,2,64,7,13,1,7,1,1,,,9,9,1174,5,6,4,5,3,5,274336
2014,2,846,7,16,1,7,1,1,,,9,9,1174,4,9,4,5,3,5,331858
2014,2,914,7,16,1,7,1,1,,,9,9,1174,18,23,4,5,3,5,33853
2014,12,914,5,25,5,,,,,,1,467,23,21,25,,,,,33853
2014,12,914,5,1,5,,,,,,1,467,23,19,0,,,,,353982
2014,2,843,7,12,1,7,1,1,,,9,9,1174,0,7,4,5,3,5,331858
2005,,743,6,9,8,5,1,2,,,7,67,798,4,8,3,4,4,4,238938
2005,,743,6,13,8,5,1,2,,,7,67,798,8,10,3,4,4,4,237168
2014,12,914,5,5,5,,,,,,1,467,23,22,26,,,,,36176
2014,2,97,7,23,1,7,1,1,,,9,9,1174,8,17,4,5,3,5,337168
1992,1,576,5,14,3,7,1,1,1,1,3,2,,1,26,4,5,3,5,1238
2014,2,97,7,25,1,7,1,1,,,9,9,1174,9,6,4,5,3,5,334513
2008,14,829,6,17,6,3,1,1,1,1,8,197,475,26,8,2,2,3,2,29385
2014,2,64,7,3,1,7,1,1,,,9,9,1174,18,3,4,5,3,5,26161
1992,8,644,4,7,3,5,1,1,,1,3,142,79,30,23,3,4,3,4,15779
2014,12,914,5,22,5,,,,,,1,467,23,16,4,,,,,384955
2014,2,914,7,1,1,7,1,1,,,9,9,1174,27,6,4,5,3,5,336283
1993,2,644,8,18,8,6,1,2,,,4,523,536,15,26,4,5,3,5,17616
2005,,914,6,18,8,5,1,2,,,7,67,798,20,16,3,4,4,4,266371
2005,,914,6,21,8,5,1,2,,,7,67,798,9,28,3,4,4,4,267256
2014,2,914,7,27,1,7,1,1,,,9,9,1174,27,15,4,5,3,5,366371
2014,2,914,7,2,1,7,1,1,,,9,9,1174,14,16,4,5,3,5,37796
2014,2,91,7,21,1,7,1,1,,,9,9,1174,12,20,4,5,3,5,362831
2007,1,1419,5,8,3,2,2,2,1,2,4,554,524,3,6,2,2,2,2,371681
2014,12,914,5,15,5,,,,,,1,467,23,13,11,,,,,371681
2014,2,914,7,21,1,7,1,1,,,9,9,1174,4,17,4,5,3,5,349557
